sku,visibilty,name,website_ids,price,attribute_set_id,category_ids,brand,short_description,description,weight,qty,tier_qty,tier_price,customer_group_id,meta_title,meta_keyword,meta_description,legacy_id
demo-10156,4,Phone Model X1,1,501,4,4|5,brand name,short description,description,0,100,5,10,0,Phone Model X45,Phone Model X1 keyword,Phone Model X1 desc,1278
demo-10157,4,Phone Protective Case1,1,21,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X46,Phone Model X1 keyword,Phone Model X1 desc,1279
demo-10158,4,Phone Model y1,1,51,4,4|5,brand name,short description,description,0,100,5,10,0,Phone Model X47,Phone Model X1 keyword,Phone Model X1 desc,1280
demo-10159,4,Phone Protective Case x1,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X48,Phone Model X1 keyword,Phone Model X1 desc,1281
demo-10160,4,Phone Model X1,1,501,4,4|5,brand name,short description,description,0,100,5,10,0,Phone Model X49,Phone Model X1 keyword,Phone Model X1 desc,1282
demo-10161,4,Phone Protective Case1,1,21,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X50,Phone Model X1 keyword,Phone Model X1 desc,1283
demo-10162,4,Phone Model y1,1,51,4,4|5,brand name,short description,description,0,100,5,10,0,Phone Model X51,Phone Model X1 keyword,Phone Model X1 desc,1284
demo-10163,4,Phone Protective Case x1,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X52,Phone Model X1 keyword,Phone Model X1 desc,1285
demo-10164,4,Phone Protective Case x2,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X53,Phone Model X1 keyword,Phone Model X1 desc,1286
demo-10165,4,Phone Protective Case x3,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X54,Phone Model X1 keyword,Phone Model X1 desc,1287
demo-10166,4,Phone Protective Case x4,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X55,Phone Model X1 keyword,Phone Model X1 desc,1288
demo-10167,4,Phone Protective Case x5,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X56,Phone Model X1 keyword,Phone Model X1 desc,1289
demo-10168,4,Phone Protective Case x6,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X57,Phone Model X1 keyword,Phone Model X1 desc,1290
demo-10169,4,Phone Protective Case x7,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X58,Phone Model X1 keyword,Phone Model X1 desc,1291
demo-10170,4,Phone Protective Case x8,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X59,Phone Model X1 keyword,Phone Model X1 desc,1292
demo-10171,4,Phone Protective Case x9,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X60,Phone Model X1 keyword,Phone Model X1 desc,1293
demo-10172,4,Phone Protective Case x10,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X61,Phone Model X1 keyword,Phone Model X1 desc,1294
demo-10173,4,Phone Protective Case x11,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X62,Phone Model X1 keyword,Phone Model X1 desc,1295
demo-10174,4,Phone Protective Case x12,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X63,Phone Model X1 keyword,Phone Model X1 desc,1296
demo-10175,4,Phone Protective Case x13,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X64,Phone Model X1 keyword,Phone Model X1 desc,1297
demo-10176,4,Phone Protective Case x14,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X65,Phone Model X1 keyword,Phone Model X1 desc,1298
demo-10177,4,Phone Protective Case x15,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X66,Phone Model X1 keyword,Phone Model X1 desc,1299
demo-10178,4,Phone Protective Case x16,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X67,Phone Model X1 keyword,Phone Model X1 desc,1300
demo-10179,4,Phone Protective Case x17,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X68,Phone Model X1 keyword,Phone Model X1 desc,1301
demo-10180,4,Phone Protective Case x18,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X69,Phone Model X1 keyword,Phone Model X1 desc,1302
demo-10181,4,Phone Protective Case x19,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X70,Phone Model X1 keyword,Phone Model X1 desc,1303
demo-10182,4,Phone Protective Case x20,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X71,Phone Model X1 keyword,Phone Model X1 desc,1304
demo-10183,4,Phone Protective Case x21,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X72,Phone Model X1 keyword,Phone Model X1 desc,1305
demo-10184,4,Phone Protective Case x22,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X73,Phone Model X1 keyword,Phone Model X1 desc,1306
demo-10185,4,Phone Protective Case x23,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X74,Phone Model X1 keyword,Phone Model X1 desc,1307
demo-10186,4,Phone Protective Case x24,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X75,Phone Model X1 keyword,Phone Model X1 desc,1308
demo-10187,4,Phone Protective Case x25,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X76,Phone Model X1 keyword,Phone Model X1 desc,1309
demo-10188,4,Phone Protective Case x26,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X77,Phone Model X1 keyword,Phone Model X1 desc,1310
demo-10189,4,Phone Protective Case x27,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X78,Phone Model X1 keyword,Phone Model X1 desc,1311
demo-10190,4,Phone Protective Case x28,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X79,Phone Model X1 keyword,Phone Model X1 desc,1312
demo-10191,4,Phone Protective Case x29,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X80,Phone Model X1 keyword,Phone Model X1 desc,1313
demo-10192,4,Phone Protective Case x30,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X81,Phone Model X1 keyword,Phone Model X1 desc,1314
demo-10193,4,Phone Protective Case x31,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X82,Phone Model X1 keyword,Phone Model X1 desc,1315
demo-10194,4,Phone Protective Case x32,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X83,Phone Model X1 keyword,Phone Model X1 desc,1316
demo-10195,4,Phone Protective Case x33,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X84,Phone Model X1 keyword,Phone Model X1 desc,1317
demo-10196,4,Phone Protective Case x34,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X85,Phone Model X1 keyword,Phone Model X1 desc,1318
demo-10197,4,Phone Protective Case x35,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X86,Phone Model X1 keyword,Phone Model X1 desc,1319
demo-10198,4,Phone Protective Case x36,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X87,Phone Model X1 keyword,Phone Model X1 desc,1320
demo-10199,4,Phone Protective Case x37,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X88,Phone Model X1 keyword,Phone Model X1 desc,1321
demo-10200,4,Phone Protective Case x38,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X89,Phone Model X1 keyword,Phone Model X1 desc,1322
demo-10201,4,Phone Protective Case x39,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X90,Phone Model X1 keyword,Phone Model X1 desc,1323
demo-10202,4,Phone Protective Case x40,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X91,Phone Model X1 keyword,Phone Model X1 desc,1324
demo-10203,4,Phone Protective Case x41,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X92,Phone Model X1 keyword,Phone Model X1 desc,1325
demo-10204,4,Phone Protective Case x42,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X93,Phone Model X1 keyword,Phone Model X1 desc,1326
demo-10205,4,Phone Protective Case x43,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X94,Phone Model X1 keyword,Phone Model X1 desc,1327
demo-10206,4,Phone Protective Case x44,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X95,Phone Model X1 keyword,Phone Model X1 desc,1328
demo-10207,4,Phone Protective Case x45,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X96,Phone Model X1 keyword,Phone Model X1 desc,1329
demo-10208,4,Phone Protective Case x46,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X97,Phone Model X1 keyword,Phone Model X1 desc,1330
demo-10209,4,Phone Protective Case x47,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X98,Phone Model X1 keyword,Phone Model X1 desc,1331
demo-10210,4,Phone Protective Case x48,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X99,Phone Model X1 keyword,Phone Model X1 desc,1332
demo-10211,4,Phone Protective Case x49,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X100,Phone Model X1 keyword,Phone Model X1 desc,1333
demo-10212,4,Phone Protective Case x50,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X101,Phone Model X1 keyword,Phone Model X1 desc,1334
demo-10213,4,Phone Protective Case x51,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X102,Phone Model X1 keyword,Phone Model X1 desc,1335
demo-10214,4,Phone Protective Case x52,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X103,Phone Model X1 keyword,Phone Model X1 desc,1336
demo-10215,4,Phone Protective Case x53,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X104,Phone Model X1 keyword,Phone Model X1 desc,1337
demo-10216,4,Phone Protective Case x54,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X105,Phone Model X1 keyword,Phone Model X1 desc,1338
demo-10217,4,Phone Protective Case x55,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X106,Phone Model X1 keyword,Phone Model X1 desc,1339
demo-10218,4,Phone Protective Case x56,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X107,Phone Model X1 keyword,Phone Model X1 desc,1340
demo-10219,4,Phone Protective Case x57,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X108,Phone Model X1 keyword,Phone Model X1 desc,1341
demo-10220,4,Phone Protective Case x58,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X109,Phone Model X1 keyword,Phone Model X1 desc,1342
demo-10221,4,Phone Protective Case x59,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X110,Phone Model X1 keyword,Phone Model X1 desc,1343
demo-10222,4,Phone Protective Case x60,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X111,Phone Model X1 keyword,Phone Model X1 desc,1344
demo-10223,4,Phone Protective Case x61,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X112,Phone Model X1 keyword,Phone Model X1 desc,1345
demo-10224,4,Phone Protective Case x62,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X113,Phone Model X1 keyword,Phone Model X1 desc,1346
demo-10225,4,Phone Protective Case x63,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X114,Phone Model X1 keyword,Phone Model X1 desc,1347
demo-10226,4,Phone Protective Case x64,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X115,Phone Model X1 keyword,Phone Model X1 desc,1348
demo-10227,4,Phone Protective Case x65,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X116,Phone Model X1 keyword,Phone Model X1 desc,1349
demo-10228,4,Phone Protective Case x66,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X117,Phone Model X1 keyword,Phone Model X1 desc,1350
demo-10229,4,Phone Protective Case x67,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X118,Phone Model X1 keyword,Phone Model X1 desc,1351
demo-10230,4,Phone Protective Case x68,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X119,Phone Model X1 keyword,Phone Model X1 desc,1352
demo-10231,4,Phone Protective Case x69,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X120,Phone Model X1 keyword,Phone Model X1 desc,1353
demo-10232,4,Phone Protective Case x70,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X121,Phone Model X1 keyword,Phone Model X1 desc,1354
demo-10233,4,Phone Protective Case x71,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X122,Phone Model X1 keyword,Phone Model X1 desc,1355
demo-10234,4,Phone Protective Case x72,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X123,Phone Model X1 keyword,Phone Model X1 desc,1356
demo-10235,4,Phone Protective Case x73,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X124,Phone Model X1 keyword,Phone Model X1 desc,1357
demo-10236,4,Phone Protective Case x74,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X125,Phone Model X1 keyword,Phone Model X1 desc,1358
demo-10237,4,Phone Protective Case x75,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X126,Phone Model X1 keyword,Phone Model X1 desc,1359
demo-10238,4,Phone Protective Case x76,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X127,Phone Model X1 keyword,Phone Model X1 desc,1360
demo-10239,4,Phone Protective Case x77,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X128,Phone Model X1 keyword,Phone Model X1 desc,1361
demo-10240,4,Phone Protective Case x78,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X129,Phone Model X1 keyword,Phone Model X1 desc,1362
demo-10241,4,Phone Protective Case x79,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X130,Phone Model X1 keyword,Phone Model X1 desc,1363
demo-10242,4,Phone Protective Case x80,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X131,Phone Model X1 keyword,Phone Model X1 desc,1364
demo-10243,4,Phone Protective Case x81,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X132,Phone Model X1 keyword,Phone Model X1 desc,1365
demo-10244,4,Phone Protective Case x82,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X133,Phone Model X1 keyword,Phone Model X1 desc,1366
demo-10245,4,Phone Protective Case x83,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X134,Phone Model X1 keyword,Phone Model X1 desc,1367
demo-10246,4,Phone Protective Case x84,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X135,Phone Model X1 keyword,Phone Model X1 desc,1368
demo-10247,4,Phone Protective Case x85,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X136,Phone Model X1 keyword,Phone Model X1 desc,1369
demo-10248,4,Phone Protective Case x86,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X137,Phone Model X1 keyword,Phone Model X1 desc,1370
demo-10249,4,Phone Protective Case x87,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X138,Phone Model X1 keyword,Phone Model X1 desc,1371
demo-10250,4,Phone Protective Case x88,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X139,Phone Model X1 keyword,Phone Model X1 desc,1372
demo-10251,4,Phone Protective Case x89,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X140,Phone Model X1 keyword,Phone Model X1 desc,1373
demo-10252,4,Phone Protective Case x90,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X141,Phone Model X1 keyword,Phone Model X1 desc,1374
demo-10253,4,Phone Protective Case x91,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X142,Phone Model X1 keyword,Phone Model X1 desc,1375
demo-10254,4,Phone Protective Case x92,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X143,Phone Model X1 keyword,Phone Model X1 desc,1376
demo-10255,4,Phone Protective Case x93,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X144,Phone Model X1 keyword,Phone Model X1 desc,1377
demo-10256,4,Phone Protective Case x94,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X145,Phone Model X1 keyword,Phone Model X1 desc,1378
demo-10257,4,Phone Protective Case x95,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X146,Phone Model X1 keyword,Phone Model X1 desc,1379
demo-10258,4,Phone Protective Case x96,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X147,Phone Model X1 keyword,Phone Model X1 desc,1380
demo-10259,4,Phone Protective Case x97,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X148,Phone Model X1 keyword,Phone Model X1 desc,1381
demo-10260,4,Phone Protective Case x98,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X149,Phone Model X1 keyword,Phone Model X1 desc,1382
demo-10261,4,Phone Protective Case x99,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X150,Phone Model X1 keyword,Phone Model X1 desc,1383
demo-10262,4,Phone Protective Case x100,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X151,Phone Model X1 keyword,Phone Model X1 desc,1384
demo-10263,4,Phone Protective Case x101,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X152,Phone Model X1 keyword,Phone Model X1 desc,1385
demo-10264,4,Phone Protective Case x102,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X153,Phone Model X1 keyword,Phone Model X1 desc,1386
demo-10265,4,Phone Protective Case x103,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X154,Phone Model X1 keyword,Phone Model X1 desc,1387
demo-10266,4,Phone Protective Case x104,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X155,Phone Model X1 keyword,Phone Model X1 desc,1388
demo-10267,4,Phone Protective Case x105,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X156,Phone Model X1 keyword,Phone Model X1 desc,1389
demo-10268,4,Phone Protective Case x106,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X157,Phone Model X1 keyword,Phone Model X1 desc,1390
demo-10269,4,Phone Protective Case x107,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X158,Phone Model X1 keyword,Phone Model X1 desc,1391
demo-10270,4,Phone Protective Case x108,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X159,Phone Model X1 keyword,Phone Model X1 desc,1392
demo-10271,4,Phone Protective Case x109,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X160,Phone Model X1 keyword,Phone Model X1 desc,1393
demo-10272,4,Phone Protective Case x110,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X161,Phone Model X1 keyword,Phone Model X1 desc,1394
demo-10273,4,Phone Protective Case x111,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X162,Phone Model X1 keyword,Phone Model X1 desc,1395
demo-10274,4,Phone Protective Case x112,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X163,Phone Model X1 keyword,Phone Model X1 desc,1396
demo-10275,4,Phone Protective Case x113,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X164,Phone Model X1 keyword,Phone Model X1 desc,1397
demo-10276,4,Phone Protective Case x114,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X165,Phone Model X1 keyword,Phone Model X1 desc,1398
demo-10277,4,Phone Protective Case x115,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X166,Phone Model X1 keyword,Phone Model X1 desc,1399
demo-10278,4,Phone Protective Case x116,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X167,Phone Model X1 keyword,Phone Model X1 desc,1400
demo-10279,4,Phone Protective Case x117,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X168,Phone Model X1 keyword,Phone Model X1 desc,1401
demo-10280,4,Phone Protective Case x118,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X169,Phone Model X1 keyword,Phone Model X1 desc,1402
demo-10281,4,Phone Protective Case x119,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X170,Phone Model X1 keyword,Phone Model X1 desc,1403
demo-10282,4,Phone Protective Case x120,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X171,Phone Model X1 keyword,Phone Model X1 desc,1404
demo-10283,4,Phone Protective Case x121,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X172,Phone Model X1 keyword,Phone Model X1 desc,1405
demo-10284,4,Phone Protective Case x122,1,201,4,5,brand name,short description,description,0,100,5,10,0,Phone Model X173,Phone Model X1 keyword,Phone Model X1 desc,1406
